word,encoded_word,language
considerations,[ 2 24 13  4 23  3 19 20 21  1 23 24 13  4],English
שהם,[21  5 24],Hebrew
קריאתו,[19 20 10  1 22  6],Hebrew
האחרות,[ 5  1  8 20  6 22],Hebrew
עצמית,[16 18 13 10 22],Hebrew
daughters,[ 3 21  6 16 10  1 19 20  4],English
אחראי,[ 1  8 20  1 10],Hebrew
columbus,[ 2 24 25  6 18 14  6  4],English
minimal,[18 23 13 23 18 21 25],English
הטיל,[ 5  9 10 12],Hebrew
stocks,[ 4  1 24  2 12  4],English
rpm,[20 17 18],English
tours,[ 1 24  6 20  4],English
מקל,[13 19 12],Hebrew
המשמש,[ 5 13 21 13 21],Hebrew
instructors,[23 13  4  1 20  6  2  1 24 20  4],English
המרד,[ 5 13 20  4],Hebrew
devices,[ 3 19  5 23  2 19  4],English
המובילות,[ 5 13  6  2 10 12  6 22],Hebrew
בתנאים,[ 2 22 14  1 10 24],Hebrew
organisations,[24 20 16 21 13 23  4 21  1 23 24 13  4],English
שוליים,[21  6 12 10 10 24],Hebrew
marilyn,[18 21 20 23 25  9 13],English
זקן,[ 7 19 23],Hebrew
format,[11 24 20 18 21  1],English
מטענים,[13  9 16 14 10 24],Hebrew
הימין,[ 5 10 13 10 23],Hebrew
פגע,[17  3 16],Hebrew
שבאזור,[21  2  1  7  6 20],Hebrew
hl,[10 25],English
הספרות,[ 5 15 17 20  6 22],Hebrew
בהקשר,[ 2  5 19 21 20],Hebrew
וקראה,[ 6 19 20  1  5],Hebrew
דוגמאות,[ 4  6  3 13  1  6 22],Hebrew
התמנה,[ 5 22 13 14  5],Hebrew
maryland,[18 21 20  9 25 21 13  3],English
מאמרים,[13  1 13 20 10 24],Hebrew
דקים,[ 4 19 10 24],Hebrew
m,[18],English
נהנה,[14  5 14  5],Hebrew
העניין,[ 5 16 14 10 10 23],Hebrew
ya,[ 9 21],English
המתים,[ 5 13 22 10 24],Hebrew
passion,[17 21  4  4 23 24 13],English
injection,[23 13  8 19  2  1 23 24 13],English
j,[8],English
מטבח,[13  9  2  8],Hebrew
הפקיד,[ 5 17 19 10  4],Hebrew
grenada,[16 20 19 13 21  3 21],English
בדמותו,[ 2  4 13  6 22  6],Hebrew
שנראה,[21 14 20  1  5],Hebrew
words,[29 24 20  3  4],English
שושנת,[21  6 21 14 22],Hebrew
lender,[25 19 13  3 19 20],English
הבדיקה,[ 5  2  4 10 19  5],Hebrew
nb,[13 14],English
ואני,[ 6  1 14 10],Hebrew
באימפריה,[ 2  1 10 13 17 20 10  5],Hebrew
archives,[21 20  2 10 23  5 19  4],English
בעשב,[ 2 16 21  2],Hebrew
עולמית,[16  6 12 13 10 22],Hebrew
wilson,[29 23 25  4 24 13],English
לתוך,[12 22  6 25],Hebrew
safely,[ 4 21 11 19 25  9],English
campaigns,[ 2 21 18 17 21 23 16 13  4],English
בגרסה,[ 2  3 20 15  5],Hebrew
calcium,[ 2 21 25  2 23  6 18],English
קולות,[19  6 12  6 22],Hebrew
כפול,[11 17  6 12],Hebrew
streets,[ 4  1 20 19 19  1  4],English
פתחים,[17 22  8 10 24],Hebrew
נגיף,[14  3 10 26],Hebrew
sussex,[ 4  6  4  4 19 15],English
at,[21  1],English
meant,[18 19 21 13  1],English
מעניין,[13 16 14 10 10 23],Hebrew
האחראים,[ 5  1  8 20  1 10 24],Hebrew
here,[10 19 20 19],English
rica,[20 23  2 21],English
lifetime,[25 23 11 19  1 23 18 19],English
עליכם,[16 12 10 11 24],Hebrew
prostate,[17 20 24  4  1 21  1 19],English
התותחים,[ 5 22  6 22  8 10 24],Hebrew
משפחה,[13 21 17  8  5],Hebrew
traditions,[ 1 20 21  3 23  1 23 24 13  4],English
השדה,[ 5 21  4  5],Hebrew
petersburg,[17 19  1 19 20  4 14  6 20 16],English
textile,[ 1 19 15  1 23 25 19],English
expect,[19 15 17 19  2  1],English
forgotten,[11 24 20 16 24  1  1 19 13],English
האם,[ 5  1 24],Hebrew
combine,[ 2 24 18 14 23 13 19],English
כר,[11 20],Hebrew
מות,[13  6 22],Hebrew
basename,[14 21  4 19 13 21 18 19],English
blank,[14 25 21 13 12],English
ההכשרה,[ 5  5 11 21 20  5],Hebrew
הפסיק,[ 5 17 15 10 19],Hebrew
והשמש,[ 6  5 21 13 21],Hebrew
מוסדות,[13  6 15  4  6 22],Hebrew
המכניקה,[ 5 13 11 14 10 19  5],Hebrew
שפירושו,[21 17 10 20  6 21  6],Hebrew
באיזה,[ 2  1 10  7  5],Hebrew
לכלל,[12 11 12 12],Hebrew
אט,[1 9],Hebrew
גמורה,[ 3 13  6 20  5],Hebrew
wallet,[29 21 25 25 19  1],English
שכלל,[21 11 12 12],Hebrew
magical,[18 21 16 23  2 21 25],English
pj,[17  8],English
tsunami,[ 1  4  6 13 21 18 23],English
פוליטי,[17  6 12 10  9 10],Hebrew
passed,[17 21  4  4 19  3],English
נערים,[14 16 20 10 24],Hebrew
until,[ 6 13  1 23 25],English
lesbians,[25 19  4 14 23 21 13  4],English
want,[29 21 13  1],English
שהיו,[21  5 10  6],Hebrew
protect,[17 20 24  1 19  2  1],English
המאמן,[ 5 13  1 13 23],Hebrew
bell,[14 19 25 25],English
contributing,[ 2 24 13  1 20 23 14  6  1 23 13 16],English
הבינו,[ 5  2 10 14  6],Hebrew
simulations,[ 4 23 18  6 25 21  1 23 24 13  4],English
spank,[ 4 17 21 13 12],English
אימונים,[ 1 10 13  6 14 10 24],Hebrew
inn,[23 13 13],English
השריפות,[ 5 21 20 10 17  6 22],Hebrew
php,[17 10 17],English
כוחות,[11  6  8  6 22],Hebrew
הישר,[ 5 10 21 20],Hebrew
מהמאה,[13  5 13  1  5],Hebrew
trans,[ 1 20 21 13  4],English
חלקם,[ 8 12 19 24],Hebrew
versus,[ 5 19 20  4  6  4],English
שאותו,[21  1  6 22  6],Hebrew
kelkoo,[12 19 25 12 24 24],English
favourites,[11 21  5 24  6 20 23  1 19  4],English
שפתם,[21 17 22 24],Hebrew
לבא,[12  2  1],Hebrew
communist,[ 2 24 18 18  6 13 23  4  1],English
מבוסס,[13  2  6 15 15],Hebrew
issues,[23  4  4  6 19  4],English
התחנה,[ 5 22  8 14  5],Hebrew
ממשל,[13 13 21 12],Hebrew
מוצגת,[13  6 18  3 22],Hebrew
p,[17],English
בוגר,[ 2  6  3 20],Hebrew
ומאוחר,[ 6 13  1  6  8 20],Hebrew
gotta,[16 24  1  1 21],English
החרדים,[ 5  8 20  4 10 24],Hebrew
קלע,[19 12 16],Hebrew
מנקודת,[13 14 19  6  4 22],Hebrew
ot,[24  1],English
meetings,[18 19 19  1 23 13 16  4],English
aims,[21 23 18  4],English
hacker,[10 21  2 12 19 20],English
retention,[20 19  1 19 13  1 23 24 13],English
latino,[25 21  1 23 13 24],English
ethical,[19  1 10 23  2 21 25],English
brick,[14 20 23  2 12],English
חשוב,[ 8 21  6  2],Hebrew
requested,[20 19 28  6 19  4  1 19  3],English
ובעל,[ 6  2 16 12],Hebrew
כניסה,[11 14 10 15  5],Hebrew
routing,[20 24  6  1 23 13 16],English
paul,[17 21  6 25],English
vista,[ 5 23  4  1 21],English
chicken,[ 2 10 23  2 12 19 13],English
y,[9],English
basis,[14 21  4 23  4],English
xml,[15 18 25],English
riverside,[20 23  5 19 20  4 23  3 19],English
יבואו,[10  2  6  1  6],Hebrew
collins,[ 2 24 25 25 23 13  4],English
שבת,[21  2 22],Hebrew
הראשית,[ 5 20  1 21 10 22],Hebrew
שופט,[21  6 17  9],Hebrew
company,[ 2 24 18 17 21 13  9],English
web,[29 19 14],English
להקת,[12  5 19 22],Hebrew
exceed,[19 15  2 19 19  3],English
amenities,[21 18 19 13 23  1 23 19  4],English
בסלע,[ 2 15 12 16],Hebrew
collection,[ 2 24 25 25 19  2  1 23 24 13],English
כמעין,[11 13 16 10 23],Hebrew
כוללים,[11  6 12 12 10 24],Hebrew
agenda,[21 16 19 13  3 21],English
ביותר,[ 2 10  6 22 20],Hebrew
בעינים,[ 2 16 10 14 10 24],Hebrew
controls,[ 2 24 13  1 20 24 25  4],English
symbol,[ 4  9 18 14 24 25],English
authentic,[21  6  1 10 19 13  1 23  2],English
לממש,[12 13 13 21],Hebrew
טוב,[9 6 2],Hebrew
בביתה,[ 2  2 10 22  5],Hebrew
fighter,[11 23 16 10  1 19 20],English
הפארק,[ 5 17  1 20 19],Hebrew
yeast,[ 9 19 21  4  1],English
scoring,[ 4  2 24 20 23 13 16],English
promoted,[17 20 24 18 24  1 19  3],English
העקרונות,[ 5 16 19 20  6 14  6 22],Hebrew
לשלוח,[12 21 12  6  8],Hebrew
argued,[21 20 16  6 19  3],English
בהמות,[ 2  5 13  6 22],Hebrew
רהיטים,[20  5 10  9 10 24],Hebrew
החשובות,[ 5  8 21  6  2  6 22],Hebrew
installations,[23 13  4  1 21 25 25 21  1 23 24 13  4],English
אירעו,[ 1 10 20 16  6],Hebrew
general,[16 19 13 19 20 21 25],English
sweet,[ 4 29 19 19  1],English
נופל,[14  6 17 12],Hebrew
השפיעו,[ 5 21 17 10 16  6],Hebrew
סיר,[15 10 20],Hebrew
קן,[19 23],Hebrew
חלקית,[ 8 12 19 10 22],Hebrew
guided,[16  6 23  3 19  3],English
מילת,[13 10 12 22],Hebrew
toe,[ 1 24 19],English
optimization,[24 17  1 23 18 23  7 21  1 23 24 13],English
component,[ 2 24 18 17 24 13 19 13  1],English
לקשר,[12 19 21 20],Hebrew
נשארו,[14 21  1 20  6],Hebrew
החזיק,[ 5  8  7 10 19],Hebrew
כדאי,[11  4  1 10],Hebrew
notifications,[13 24  1 23 11 23  2 21  1 23 24 13  4],English
גאוגרפיה,[ 3  1  6  3 20 17 10  5],Hebrew
we,[29 19],English
ציפה,[18 10 17  5],Hebrew
furniture,[11  6 20 13 23  1  6 20 19],English
מרכזיים,[13 20 11  7 10 10 24],Hebrew
book,[14 24 24 12],English
קפה,[19 17  5],Hebrew
הספיקו,[ 5 15 17 10 19  6],Hebrew
crisis,[ 2 20 23  4 23  4],English
project,[17 20 24  8 19  2  1],English
sauce,[ 4 21  6  2 19],English
human,[10  6 18 21 13],English
trick,[ 1 20 23  2 12],English
שיר,[21 10 20],Hebrew
gi,[16 23],English
ההכרעה,[ 5  5 11 20 16  5],Hebrew
בנייני,[ 2 14 10 10 14 10],Hebrew
nil,[13 23 25],English
תמיד,[22 13 10  4],Hebrew
בשיאו,[ 2 21 10  1  6],Hebrew
reality,[20 19 21 25 23  1  9],English
מהעיר,[13  5 16 10 20],Hebrew
q,[28],English
glass,[16 25 21  4  4],English
asin,[21  4 23 13],English
occupation,[24  2  2  6 17 21  1 23 24 13],English
charitable,[ 2 10 21 20 23  1 21 14 25 19],English
ניצב,[14 10 18  2],Hebrew
נחלת,[14  8 12 22],Hebrew
נמשכה,[14 13 21 11  5],Hebrew
המקרא,[ 5 13 19 20  1],Hebrew
לב,[12  2],Hebrew
cal,[ 2 21 25],English
frank,[11 20 21 13 12],English
meaningful,[18 19 21 13 23 13 16 11  6 25],English
לתפקיד,[12 22 17 19 10  4],Hebrew
הלילה,[ 5 12 10 12  5],Hebrew
enter,[19 13  1 19 20],English
לשחקן,[12 21  8 19 23],Hebrew
הראשיים,[ 5 20  1 21 10 10 24],Hebrew
להעלות,[12  5 16 12  6 22],Hebrew
העובדה,[ 5 16  6  2  4  5],Hebrew
wake,[29 21 12 19],English
פרחים,[17 20  8 10 24],Hebrew
המקום,[ 5 13 19  6 24],Hebrew
הרציחות,[ 5 20 18 10  8  6 22],Hebrew
פיסול,[17 10 15  6 12],Hebrew
להבדיל,[12  5  2  4 10 12],Hebrew
ידיעות,[10  4 10 16  6 22],Hebrew
filters,[11 23 25  1 19 20  4],English
consent,[ 2 24 13  4 19 13  1],English
responded,[20 19  4 17 24 13  3 19  3],English
ct,[2 1],English
decor,[ 3 19  2 24 20],English
ולמעשה,[ 6 12 13 16 21  5],Hebrew
האמינו,[ 5  1 13 10 14  6],Hebrew
שאלות,[21  1 12  6 22],Hebrew
רקמות,[20 19 13  6 22],Hebrew
keyboards,[12 19  9 14 24 21 20  3  4],English
your,[ 9 24  6 20],English
בנהר,[ 2 14  5 20],Hebrew
מכיכר,[13 11 10 11 20],Hebrew
preferred,[17 20 19 11 19 20 20 19  3],English
חדרים,[ 8  4 20 10 24],Hebrew
לקרא,[12 19 20  1],Hebrew
bill,[14 23 25 25],English
arrivals,[21 20 20 23  5 21 25  4],English
נעלמו,[14 16 12 13  6],Hebrew
ביבשת,[ 2 10  2 21 22],Hebrew
ירקות,[10 20 19  6 22],Hebrew
kinds,[12 23 13  3  4],English
litigation,[25 23  1 23 16 21  1 23 24 13],English
אדון,[ 1  4  6 23],Hebrew
מצב,[13 18  2],Hebrew
hay,[10 21  9],English
standard,[ 4  1 21 13  3 21 20  3],English
נתגלו,[14 22  3 12  6],Hebrew
rewards,[20 19 29 21 20  3  4],English
והביטה,[ 6  5  2 10  9  5],Hebrew
discovery,[ 3 23  4  2 24  5 19 20  9],English
הזבובים,[ 5  7  2  6  2 10 24],Hebrew
המועצה,[ 5 13  6 16 18  5],Hebrew
ולו,[ 6 12  6],Hebrew
אולטימטום,[ 1  6 12  9 10 13  9  6 24],Hebrew
munich,[18  6 13 23  2 10],English
עינויים,[16 10 14  6 10 10 24],Hebrew
form,[11 24 20 18],English
החידה,[ 5  8 10  4  5],Hebrew
הסברה,[ 5 15  2 20  5],Hebrew
handheld,[10 21 13  3 10 19 25  3],English
עשירים,[16 21 10 20 10 24],Hebrew
הפנימית,[ 5 17 14 10 13 10 22],Hebrew
postcards,[17 24  4  1  2 21 20  3  4],English
demographic,[ 3 19 18 24 16 20 21 17 10 23  2],English
והיתר,[ 6  5 10 22 20],Hebrew
אופיינית,[ 1  6 17 10 10 14 10 22],Hebrew
מושבו,[13  6 21  2  6],Hebrew
yacht,[ 9 21  2 10  1],English
german,[16 19 20 18 21 13],English
התחומים,[ 5 22  8  6 13 10 24],Hebrew
ידה,[10  4  5],Hebrew
האבירים,[ 5  1  2 10 20 10 24],Hebrew
לקולנוע,[12 19  6 12 14  6 16],Hebrew
outputs,[24  6  1 17  6  1  4],English
להפקת,[12  5 17 19 22],Hebrew
carry,[ 2 21 20 20  9],English
trauma,[ 1 20 21  6 18 21],English
מסתיימת,[13 15 22 10 10 13 22],Hebrew
המשלוח,[ 5 13 21 12  6  8],Hebrew
במכון,[ 2 13 11  6 23],Hebrew
ky,[12  9],English
הירוקה,[ 5 10 20  6 19  5],Hebrew
mats,[18 21  1  4],English
כעת,[11 16 22],Hebrew
prime,[17 20 23 18 19],English
החלוקה,[ 5  8 12  6 19  5],Hebrew
ותפקידים,[ 6 22 17 19 10  4 10 24],Hebrew
prepared,[17 20 19 17 21 20 19  3],English
הביאה,[ 5  2 10  1  5],Hebrew
avoiding,[21  5 24 23  3 23 13 16],English
ולדברי,[ 6 12  4  2 20 10],Hebrew
sons,[ 4 24 13  4],English
courts,[ 2 24  6 20  1  4],English
idle,[23  3 25 19],English
tire,[ 1 23 20 19],English
antique,[21 13  1 23 28  6 19],English
הפרעות,[ 5 17 20 16  6 22],Hebrew
tape,[ 1 21 17 19],English
terminology,[ 1 19 20 18 23 13 24 25 24 16  9],English
roy,[20 24  9],English
לסופרים,[12 15  6 17 20 10 24],Hebrew
וחלקים,[ 6  8 12 19 10 24],Hebrew
weekend,[29 19 19 12 19 13  3],English
directions,[ 3 23 20 19  2  1 23 24 13  4],English
בהוראה,[ 2  5  6 20  1  5],Hebrew
palace,[17 21 25 21  2 19],English
initial,[23 13 23  1 23 21 25],English
מת,[13 22],Hebrew
ordinary,[24 20  3 23 13 21 20  9],English
dietary,[ 3 23 19  1 21 20  9],English
הבין,[ 5  2 10 23],Hebrew
judgment,[ 8  6  3 16 18 19 13  1],English
phases,[17 10 21  4 19  4],English
נמרוד,[14 13 20  6  4],Hebrew
medieval,[18 19  3 23 19  5 21 25],English
lover,[25 24  5 19 20],English
llc,[25 25  2],English
המתקיימת,[ 5 13 22 19 10 10 13 22],Hebrew
pregnancy,[17 20 19 16 13 21 13  2  9],English
carefully,[ 2 21 20 19 11  6 25 25  9],English
tommy,[ 1 24 18 18  9],English
shipments,[ 4 10 23 17 18 19 13  1  4],English
זוכים,[ 7  6 11 10 24],Hebrew
חולים,[ 8  6 12 10 24],Hebrew
במאה,[ 2 13  1  5],Hebrew
lists,[25 23  4  1  4],English
amplifier,[21 18 17 25 23 11 23 19 20],English
שימשה,[21 10 13 21  5],Hebrew
פרחי,[17 20  8 10],Hebrew
catering,[ 2 21  1 19 20 23 13 16],English
שירי,[21 10 20 10],Hebrew
i,[23],English
ומבלי,[ 6 13  2 12 10],Hebrew
מאמינה,[13  1 13 10 14  5],Hebrew
ברק,[ 2 20 19],Hebrew
fever,[11 19  5 19 20],English
אוטובוס,[ 1  6  9  6  2  6 15],Hebrew
הפריה,[ 5 17 20 10  5],Hebrew
רם,[20 24],Hebrew
texts,[ 1 19 15  1  4],English
רב,[20  2],Hebrew
outdoors,[24  6  1  3 24 24 20  4],English
מגוון,[13  3  6  6 23],Hebrew
לנושא,[12 14  6 21  1],Hebrew
אסורות,[ 1 15  6 20  6 22],Hebrew
nasdaq,[13 21  4  3 21 28],English
טריים,[ 9 20 10 10 24],Hebrew
המה,[ 5 13  5],Hebrew
ocean,[24  2 19 21 13],English
care,[ 2 21 20 19],English
scott,[ 4  2 24  1  1],English
hawk,[10 21 29 12],English
נוספו,[14  6 15 17  6],Hebrew
בנה,[ 2 14  5],Hebrew
הקלעים,[ 5 19 12 16 10 24],Hebrew
ההשפעות,[ 5  5 21 17 16  6 22],Hebrew
התפתחה,[ 5 22 17 22  8  5],Hebrew
franchise,[11 20 21 13  2 10 23  4 19],English
וסיפר,[ 6 15 10 17 20],Hebrew
התחנות,[ 5 22  8 14  6 22],Hebrew
שימשו,[21 10 13 21  6],Hebrew
phrase,[17 10 20 21  4 19],English
experiments,[19 15 17 19 20 23 18 19 13  1  4],English
primary,[17 20 23 18 21 20  9],English
פתאום,[17 22  1  6 24],Hebrew
karaoke,[12 21 20 21 24 12 19],English
ideal,[23  3 19 21 25],English
השש,[ 5 21 21],Hebrew
communication,[ 2 24 18 18  6 13 23  2 21  1 23 24 13],English
cats,[ 2 21  1  4],English
בעשור,[ 2 16 21  6 20],Hebrew
acres,[21  2 20 19  4],English
nursing,[13  6 20  4 23 13 16],English
לתאוריה,[12 22  1  6 20 10  5],Hebrew
ones,[24 13 19  4],English
fy,[11  9],English
operation,[24 17 19 20 21  1 23 24 13],English
בנקודות,[ 2 14 19  6  4  6 22],Hebrew
vat,[ 5 21  1],English
handjobs,[10 21 13  3  8 24 14  4],English
לוחמי,[12  6  8 13 10],Hebrew
לצאת,[12 18  1 22],Hebrew
בתביעה,[ 2 22  2 10 16  5],Hebrew
accessible,[21  2  2 19  4  4 23 14 25 19],English
disable,[ 3 23  4 21 14 25 19],English
הרופא,[ 5 20  6 17  1],Hebrew
earliest,[19 21 20 25 23 19  4  1],English
nickname,[13 23  2 12 13 21 18 19],English
productions,[17 20 24  3  6  2  1 23 24 13  4],English
mess,[18 19  4  4],English
עונשין,[16  6 14 21 10 23],Hebrew
החרות,[ 5  8 20  6 22],Hebrew
examinations,[19 15 21 18 23 13 21  1 23 24 13  4],English
css,[2 4 4],English
אהוד,[1 5 6 4],Hebrew
praise,[17 20 21 23  4 19],English
grow,[16 20 24 29],English
סכסוכים,[15 11 15  6 11 10 24],Hebrew
cottage,[ 2 24  1  1 21 16 19],English
הביאו,[ 5  2 10  1  6],Hebrew
בנקים,[ 2 14 19 10 24],Hebrew
branches,[14 20 21 13  2 10 19  4],English
אווירה,[ 1  6  6 10 20  5],Hebrew
crossing,[ 2 20 24  4  4 23 13 16],English
מחוסר,[13  8  6 15 20],Hebrew
studio,[ 4  1  6  3 23 24],English
explain,[19 15 17 25 21 23 13],English
למדיניות,[12 13  4 10 14 10  6 22],Hebrew
ips,[23 17  4],English
atlanta,[21  1 25 21 13  1 21],English
החיזור,[ 5  8 10  7  6 20],Hebrew
suggested,[ 4  6 16 16 19  4  1 19  3],English
thrown,[ 1 10 20 24 29 13],English
spots,[ 4 17 24  1  4],English
george,[16 19 24 20 16 19],English
בשטח,[ 2 21  9  8],Hebrew
whenever,[29 10 19 13 19  5 19 20],English
essay,[19  4  4 21  9],English
לנצח,[12 14 18  8],Hebrew
screenshot,[ 4  2 20 19 19 13  4 10 24  1],English
baseline,[14 21  4 19 25 23 13 19],English
עורך,[16  6 20 25],Hebrew
כשהיא,[11 21  5 10  1],Hebrew
באיי,[ 2  1 10 10],Hebrew
מערבי,[13 16 20  2 10],Hebrew
psi,[17  4 23],English
החברה,[ 5  8  2 20  5],Hebrew
tribute,[ 1 20 23 14  6  1 19],English
בדרכי,[ 2  4 20 11 10],Hebrew
לעומתם,[12 16  6 13 22 24],Hebrew
challenge,[ 2 10 21 25 25 19 13 16 19],English
better,[14 19  1  1 19 20],English
ottawa,[24  1  1 21 29 21],English
במלון,[ 2 13 12  6 23],Hebrew
revised,[20 19  5 23  4 19  3],English
מיהודי,[13 10  5  6  4 10],Hebrew
postage,[17 24  4  1 21 16 19],English
נוסף,[14  6 15 26],Hebrew
muscles,[18  6  4  2 25 19  4],English
המדיני,[ 5 13  4 10 14 10],Hebrew
ספסל,[15 17 15 12],Hebrew
bristol,[14 20 23  4  1 24 25],English
reasonably,[20 19 21  4 24 13 21 14 25  9],English
equally,[19 28  6 21 25 25  9],English
שאלתי,[21  1 12 22 10],Hebrew
פגעה,[17  3 16  5],Hebrew
מונף,[13  6 14 26],Hebrew
deutsch,[ 3 19  6  1  4  2 10],English
להנדסה,[12  5 14  4 15  5],Hebrew
coming,[ 2 24 18 23 13 16],English
מכשולים,[13 11 21  6 12 10 24],Hebrew
drops,[ 3 20 24 17  4],English
vast,[ 5 21  4  1],English
לרעה,[12 20 16  5],Hebrew
greetings,[16 20 19 19  1 23 13 16  4],English
converted,[ 2 24 13  5 19 20  1 19  3],English
העולה,[ 5 16  6 12  5],Hebrew
בחופזה,[ 2  8  6 17  7  5],Hebrew
ההוצאה,[ 5  5  6 18  1  5],Hebrew
silicon,[ 4 23 25 23  2 24 13],English
ratings,[20 21  1 23 13 16  4],English
שגוי,[21  3  6 10],Hebrew
ייסד,[10 10 15  4],Hebrew
terminals,[ 1 19 20 18 23 13 21 25  4],English
begin,[14 19 16 23 13],English
titled,[ 1 23  1 25 19  3],English
culture,[ 2  6 25  1  6 20 19],English
העלתה,[ 5 16 12 22  5],Hebrew
refine,[20 19 11 23 13 19],English
frontpage,[11 20 24 13  1 17 21 16 19],English
מתקיימת,[13 22 19 10 10 13 22],Hebrew
internal,[23 13  1 19 20 13 21 25],English
rna,[20 13 21],English
שחקן,[21  8 19 23],Hebrew
מוצלח,[13  6 18 12  8],Hebrew
האמנים,[ 5  1 13 14 10 24],Hebrew
get,[16 19  1],English
dies,[ 3 23 19  4],English
בחברת,[ 2  8  2 20 22],Hebrew
בצד,[ 2 18  4],Hebrew
אבידות,[ 1  2 10  4  6 22],Hebrew
הצהיר,[ 5 18  5 10 20],Hebrew
התכוון,[ 5 22 11  6  6 23],Hebrew
ההשמדה,[ 5  5 21 13  4  5],Hebrew
השדרה,[ 5 21  4 20  5],Hebrew
שהפכה,[21  5 17 11  5],Hebrew
הכיבוש,[ 5 11 10  2  6 21],Hebrew
צילום,[18 10 12  6 24],Hebrew
respect,[20 19  4 17 19  2  1],English
קיסרים,[19 10 15 20 10 24],Hebrew
gnu,[16 13  6],English
לספר,[12 15 17 20],Hebrew
phd,[17 10  3],English
lite,[25 23  1 19],English
simple,[ 4 23 18 17 25 19],English
gravity,[16 20 21  5 23  1  9],English
ויהי,[ 6 10  5 10],Hebrew
man,[18 21 13],English
הקהילה,[ 5 19  5 10 12  5],Hebrew
דרגות,[ 4 20  3  6 22],Hebrew
לתנועת,[12 22 14  6 16 22],Hebrew
shaved,[ 4 10 21  5 19  3],English
caused,[ 2 21  6  4 19  3],English
representations,[20 19 17 20 19  4 19 13  1 21  1 23 24 13  4],English
los,[25 24  4],English
offering,[24 11 11 19 20 23 13 16],English
cancellation,[ 2 21 13  2 19 25 25 21  1 23 24 13],English
colorado,[ 2 24 25 24 20 21  3 24],English
fundraising,[11  6 13  3 20 21 23  4 23 13 16],English
nw,[13 29],English
הליגה,[ 5 12 10  3  5],Hebrew
האדם,[ 5  1  4 24],Hebrew
לשיר,[12 21 10 20],Hebrew
protecting,[17 20 24  1 19  2  1 23 13 16],English
זרועי,[ 7 20  6 16 10],Hebrew
themselves,[ 1 10 19 18  4 19 25  5 19  4],English
moreover,[18 24 20 19 24  5 19 20],English
printed,[17 20 23 13  1 19  3],English
cardiff,[ 2 21 20  3 23 11 11],English
mardi,[18 21 20  3 23],English
הפיקודיות,[ 5 17 10 19  6  4 10  6 22],Hebrew
סבל,[15  2 12],Hebrew
פרטיות,[17 20  9 10  6 22],Hebrew
ומעלה,[ 6 13 16 12  5],Hebrew
בצירוף,[ 2 18 10 20  6 26],Hebrew
prior,[17 20 23 24 20],English
ballet,[14 21 25 25 19  1],English
nasty,[13 21  4  1  9],English
שש,[21 21],Hebrew
science,[ 4  2 23 19 13  2 19],English
creates,[ 2 20 19 21  1 19  4],English
difficult,[ 3 23 11 11 23  2  6 25  1],English
הרכבת,[ 5 20 11  2 22],Hebrew
shop,[ 4 10 24 17],English
מלכותכן,[13 12 11  6 22 11 23],Hebrew
u,[6],English
שוק,[21  6 19],Hebrew
גופים,[ 3  6 17 10 24],Hebrew
carolina,[ 2 21 20 24 25 23 13 21],English
אליפות,[ 1 12 10 17  6 22],Hebrew
לפיו,[12 17 10  6],Hebrew
הממצאים,[ 5 13 13 18  1 10 24],Hebrew
software,[ 4 24 11  1 29 21 20 19],English
contractors,[ 2 24 13  1 20 21  2  1 24 20  4],English
